churn,gender,level,timedelta,nb_unique_songs,nb_total_songs,nb_unique_artists,total_length,total_add_playlist,total_add_friend,total_thumbs_up,total_thumbs_down,total_ads,think_upgrade,has_upgraded,think_downgrade,has_downgraded,nb_404,Windows 8,iPad,iPhone,Macintosh,Linux,Unknown,Windows Vista,Windows 81,Windows XP,Windows Seven
0,0,1,68,95.0,95.0,94.0,24110.61165000001,4.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
0,0,1,84,293.0,312.0,269.0,78253.99339999999,12.0,10.0,15.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,1,1,63,499.0,528.0,449.0,129277.33128,16.0,7.0,19.0,3.0,8.0,0.0,0.0,11.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0
0,0,1,70,2814.0,3358.0,1943.0,828147.84551,101.0,53.0,148.0,38.0,11.0,4.0,2.0,34.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0
1,1,1,91,621.0,649.0,540.0,156120.15638,21.0,10.0,31.0,7.0,33.0,4.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,34,25.0,25.0,25.0,6808.622120000001,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,0,80,146.0,149.0,139.0,36675.92919,1.0,0.0,8.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,89,1049.0,1155.0,873.0,288385.06988,41.0,33.0,52.0,16.0,18.0,3.0,1.0,12.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0
1,1,0,110,89.0,90.0,89.0,22640.886530000003,3.0,2.0,9.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,1,1,12,131.0,134.0,127.0,33357.07889,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,1,1,110,1522.0,1723.0,1168.0,428312.3483,33.0,45.0,88.0,16.0,20.0,5.0,2.0,17.0,2.0,2.0,0,0,0,0,0,0,0,0,0,1
0,0,0,98,20.0,20.0,20.0,4737.427680000002,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,0,1,86,356.0,372.0,330.0,91388.09577000004,9.0,7.0,34.0,3.0,4.0,3.0,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
0,0,0,37,32.0,32.0,32.0,9104.23362,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,73,640.0,684.0,552.0,164883.25571999993,18.0,10.0,72.0,6.0,0.0,0.0,0.0,6.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0
0,1,0,118,41.0,42.0,40.0,12096.81687,2.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
0,1,0,138,78.0,78.0,76.0,20914.90344,4.0,3.0,6.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,99,560.0,592.0,505.0,147708.91022000002,15.0,5.0,52.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,0,1,57,21.0,21.0,21.0,4829.7178,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,0,77,301.0,314.0,280.0,76876.63163999999,1.0,8.0,18.0,5.0,49.0,3.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,0,80,145.0,146.0,137.0,34635.8456,5.0,2.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,100,2764.0,3382.0,1969.0,837358.7667800002,95.0,50.0,156.0,45.0,8.0,1.0,1.0,39.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0
0,1,0,71,572.0,603.0,503.0,153699.95841000002,23.0,13.0,32.0,29.0,50.0,4.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0
0,1,1,81,958.0,1014.0,795.0,249336.59165999998,33.0,27.0,104.0,12.0,1.0,0.0,0.0,5.0,0.0,2.0,0,0,0,0,0,0,0,1,0,0
0,1,0,61,643.0,683.0,562.0,171620.10513999994,17.0,24.0,28.0,1.0,52.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,153,922.0,992.0,786.0,244392.32736999996,30.0,17.0,49.0,7.0,0.0,0.0,0.0,3.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1
0,0,1,97,1613.0,1802.0,1235.0,449865.7625399999,45.0,26.0,104.0,25.0,9.0,0.0,0.0,12.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1
1,1,0,186,506.0,534.0,457.0,131730.90558,17.0,15.0,28.0,14.0,44.0,7.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
1,0,1,111,810.0,866.0,675.0,216969.53388000012,17.0,6.0,42.0,18.0,55.0,8.0,1.0,6.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1
0,0,1,68,1887.0,2142.0,1413.0,534188.84735,47.0,37.0,100.0,23.0,11.0,6.0,4.0,25.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0
0,1,0,64,144.0,148.0,135.0,34795.81855000002,7.0,4.0,11.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,0,81,113.0,114.0,110.0,30430.511560000003,1.0,6.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,1,1,76,1504.0,1680.0,1164.0,413884.91337,64.0,26.0,161.0,19.0,7.0,2.0,2.0,7.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0
0,1,1,75,2442.0,2839.0,1767.0,703652.1723100003,93.0,49.0,138.0,27.0,45.0,3.0,1.0,19.0,0.0,4.0,0,0,0,0,0,0,0,0,0,1
1,1,1,117,962.0,1038.0,798.0,263283.12114,29.0,21.0,80.0,16.0,8.0,3.0,1.0,9.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0
0,0,1,74,480.0,500.0,428.0,123624.41987,13.0,8.0,32.0,4.0,16.0,1.0,1.0,2.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0
0,0,1,74,2600.0,3139.0,1830.0,783338.0181999998,100.0,41.0,167.0,21.0,34.0,5.0,1.0,23.0,0.0,5.0,0,0,0,0,0,0,0,0,0,1
0,1,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,8,48.0,48.0,47.0,10961.323540000003,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,84,622.0,650.0,552.0,165353.81478000004,16.0,14.0,27.0,6.0,5.0,0.0,0.0,14.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0
0,0,0,59,194.0,197.0,183.0,48236.13597999999,6.0,6.0,7.0,3.0,26.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0,1,1,78,623.0,670.0,534.0,167446.60575999995,15.0,8.0,27.0,15.0,31.0,1.0,1.0,7.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
0,0,0,158,196.0,197.0,180.0,48449.347369999996,5.0,5.0,12.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,0,1,64,242.0,247.0,225.0,61436.80547999997,3.0,6.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,103,2078.0,2370.0,1543.0,585877.0512900001,53.0,46.0,112.0,18.0,42.0,13.0,2.0,14.0,1.0,3.0,0,0,0,0,0,0,0,0,0,1
0,0,1,47,332.0,345.0,289.0,88217.41744999998,7.0,6.0,15.0,5.0,34.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,1,1,102,381.0,393.0,339.0,98300.97447,11.0,4.0,17.0,6.0,4.0,3.0,2.0,7.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1
0,1,1,102,1316.0,1474.0,1045.0,367544.90554,49.0,12.0,72.0,21.0,32.0,7.0,2.0,14.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,0,89,110.0,110.0,108.0,27068.345239999995,4.0,3.0,7.0,0.0,9.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,1,1,63,415.0,432.0,363.0,109465.58704,14.0,4.0,30.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,106,1081.0,1159.0,872.0,290606.8084,31.0,33.0,52.0,6.0,9.0,2.0,1.0,15.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0
0,0,1,131,2672.0,3197.0,1879.0,801562.7622599999,59.0,62.0,145.0,32.0,44.0,3.0,1.0,33.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0
0,1,0,108,483.0,504.0,426.0,123422.12584000001,18.0,10.0,24.0,7.0,42.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,0,77,5.0,5.0,5.0,829.7512099999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,166,1986.0,2260.0,1475.0,563359.8372900003,63.0,36.0,115.0,26.0,3.0,0.0,0.0,31.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,88,3277.0,3972.0,2273.0,980097.62134,118.0,60.0,183.0,46.0,33.0,10.0,3.0,41.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0
0,0,1,65,1313.0,1450.0,1030.0,363268.20134999993,47.0,20.0,119.0,24.0,4.0,2.0,1.0,6.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1
0,1,0,147,179.0,180.0,171.0,45260.90121999999,7.0,2.0,9.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,71,1235.0,1380.0,1002.0,341248.70650000015,34.0,41.0,61.0,18.0,12.0,2.0,1.0,10.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
1,1,1,99,202.0,210.0,186.0,53506.72599,3.0,6.0,10.0,7.0,18.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,185,2943.0,3520.0,2025.0,885098.8642800002,101.0,78.0,181.0,30.0,21.0,7.0,1.0,31.0,0.0,6.0,0,0,0,1,0,0,0,0,0,0
0,1,1,95,4925.0,6436.0,3057.0,1611401.986150001,159.0,107.0,624.0,62.0,8.0,1.0,1.0,25.0,0.0,7.0,0,0,0,1,0,0,0,0,0,0
0,1,1,65,2045.0,2325.0,1517.0,578798.1753,67.0,47.0,113.0,25.0,4.0,0.0,0.0,33.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0
0,0,1,68,198.0,202.0,187.0,49105.64565000001,6.0,0.0,11.0,6.0,4.0,0.0,0.0,4.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,0,65,253.0,260.0,240.0,64583.90173000001,5.0,2.0,11.0,2.0,19.0,6.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,88,1742.0,1995.0,1333.0,494873.21753,63.0,52.0,184.0,18.0,1.0,1.0,1.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,68,263.0,277.0,246.0,69171.46627,8.0,2.0,21.0,5.0,2.0,1.0,1.0,3.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,1,76,2868.0,3413.0,1973.0,852916.4214100002,87.0,78.0,153.0,35.0,25.0,3.0,0.0,35.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0
0,0,1,81,2149.0,2517.0,1557.0,624846.55833,77.0,39.0,123.0,85.0,35.0,6.0,2.0,34.0,1.0,3.0,0,0,0,0,0,0,0,0,0,1
0,0,0,95,423.0,447.0,381.0,107876.15983,7.0,3.0,19.0,20.0,32.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,0,1,64,4853.0,6308.0,3016.0,1575305.1562700004,184.0,108.0,288.0,59.0,48.0,10.0,4.0,65.0,3.0,9.0,0,0,0,1,0,0,0,0,0,0
0,0,1,139,1116.0,1224.0,909.0,298697.50205999997,38.0,20.0,86.0,3.0,11.0,3.0,1.0,3.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0
0,1,0,62,162.0,168.0,156.0,40847.93694,9.0,2.0,14.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
0,0,0,89,7.0,7.0,7.0,1438.5862300000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,84,209.0,214.0,202.0,50952.65390000001,8.0,4.0,11.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
0,0,1,125,353.0,365.0,313.0,92246.76997999997,16.0,4.0,31.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
1,1,1,40,1043.0,1162.0,860.0,294447.51238000003,42.0,28.0,58.0,9.0,2.0,0.0,0.0,12.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0
0,0,0,72,95.0,96.0,90.0,24030.153980000006,7.0,1.0,8.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,0,73,346.0,355.0,309.0,90868.81536,12.0,9.0,11.0,2.0,31.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
1,0,1,96,201.0,202.0,191.0,47533.88391000002,8.0,9.0,5.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
0,0,1,103,154.0,155.0,149.0,39442.08338,5.0,2.0,12.0,3.0,18.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
1,1,1,35,38.0,38.0,38.0,8693.768890000001,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
1,0,1,68,818.0,880.0,686.0,221614.67357000004,25.0,16.0,40.0,7.0,46.0,5.0,1.0,3.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,1,73,809.0,862.0,690.0,214293.00338000004,18.0,9.0,31.0,7.0,23.0,3.0,0.0,7.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,119,462.0,484.0,409.0,118354.01392999994,12.0,10.0,27.0,5.0,11.0,2.0,1.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
1,0,1,80,1504.0,1697.0,1162.0,419272.36024000007,50.0,46.0,77.0,25.0,127.0,9.0,3.0,17.0,2.0,2.0,0,0,0,0,0,0,0,0,0,1
0,1,1,124,1217.0,1326.0,984.0,330030.94163,35.0,32.0,73.0,27.0,8.0,3.0,1.0,21.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
1,0,1,76,729.0,775.0,608.0,190263.52455000012,17.0,10.0,28.0,11.0,61.0,6.0,2.0,7.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0
0,0,0,49,127.0,128.0,124.0,31921.07832,6.0,3.0,7.0,1.0,13.0,2.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,1,1,25,304.0,310.0,273.0,76053.14922999992,11.0,4.0,17.0,9.0,48.0,6.0,1.0,1.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1
0,1,1,56,935.0,1008.0,757.0,250942.91604,26.0,24.0,55.0,9.0,5.0,2.0,1.0,12.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0
1,0,0,165,120.0,121.0,114.0,30814.27334000001,7.0,1.0,7.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
1,0,1,63,87.0,91.0,86.0,22672.285280000004,5.0,0.0,7.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,136,435.0,449.0,394.0,111860.06748,11.0,16.0,13.0,10.0,32.0,6.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0
0,0,1,146,1086.0,1175.0,887.0,288440.02212000004,35.0,26.0,66.0,11.0,2.0,0.0,0.0,15.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0
1,0,0,29,49.0,49.0,49.0,12228.993299999995,1.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,1,1,120,1945.0,2225.0,1472.0,554715.75157,56.0,32.0,132.0,23.0,4.0,1.0,1.0,27.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0
0,0,0,104,310.0,323.0,281.0,79469.30657999999,11.0,10.0,19.0,7.0,59.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,1,1,64,815.0,870.0,687.0,213113.23162000012,30.0,10.0,42.0,31.0,12.0,3.0,0.0,12.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1
1,0,1,23,434.0,448.0,379.0,110229.40014,17.0,5.0,19.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0
0,0,1,73,936.0,1017.0,771.0,252373.14203,23.0,17.0,44.0,8.0,15.0,2.0,1.0,10.0,1.0,4.0,0,0,0,1,0,0,0,0,0,0
0,0,1,58,878.0,946.0,736.0,237202.58824999988,23.0,14.0,28.0,14.0,0.0,0.0,0.0,11.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0
0,1,1,62,1833.0,2088.0,1393.0,520293.76683000004,67.0,45.0,189.0,17.0,21.0,4.0,2.0,9.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1
0,0,1,78,301.0,313.0,268.0,77829.73567000001,10.0,5.0,13.0,2.0,18.0,4.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,74,1754.0,2001.0,1304.0,498028.5979300001,49.0,39.0,115.0,10.0,7.0,1.0,1.0,23.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0
1,0,1,79,2348.0,2688.0,1694.0,662969.7689500003,82.0,59.0,136.0,28.0,14.0,2.0,2.0,30.0,1.0,6.0,0,0,0,0,0,0,0,0,0,1
0,0,1,77,615.0,650.0,536.0,162959.77057000005,13.0,7.0,35.0,9.0,0.0,0.0,0.0,8.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1
0,0,1,117,1379.0,1516.0,1091.0,373378.55199,42.0,33.0,57.0,45.0,56.0,9.0,1.0,20.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0
0,0,1,111,1295.0,1444.0,1009.0,361325.1902700001,40.0,27.0,70.0,18.0,24.0,4.0,1.0,22.0,0.0,5.0,0,0,0,0,0,0,0,0,0,1
0,0,0,89,1098.0,1189.0,915.0,294882.09914,29.0,15.0,65.0,12.0,95.0,7.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,1,0,0
0,1,1,77,145.0,147.0,136.0,36189.086039999995,3.0,3.0,5.0,3.0,7.0,2.0,1.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,105,1664.0,1931.0,1229.0,484470.24296000006,55.0,36.0,88.0,14.0,69.0,9.0,3.0,18.0,3.0,3.0,0,0,1,0,0,0,0,0,0,0
0,0,0,24,75.0,76.0,74.0,18760.14191,1.0,3.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0
0,1,1,84,1807.0,2053.0,1347.0,510457.24371000007,56.0,29.0,86.0,27.0,2.0,0.0,0.0,25.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,1,58,719.0,769.0,613.0,189629.56152000002,20.0,3.0,39.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,76,1494.0,1685.0,1165.0,420040.87514,41.0,23.0,92.0,21.0,5.0,0.0,0.0,13.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0
0,0,1,72,696.0,741.0,584.0,184607.84691,18.0,17.0,40.0,8.0,5.0,2.0,1.0,4.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,65,134.0,136.0,130.0,33555.739180000004,4.0,4.0,4.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
1,1,1,119,2201.0,2588.0,1577.0,647891.51561,62.0,33.0,136.0,22.0,15.0,2.0,1.0,28.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1
0,1,1,60,555.0,569.0,494.0,139122.15829000002,17.0,13.0,23.0,9.0,36.0,11.0,2.0,2.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0
0,1,1,63,826.0,891.0,685.0,222473.13065,29.0,15.0,48.0,9.0,9.0,1.0,1.0,9.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,1,0,79,349.0,358.0,318.0,87281.02633000001,15.0,2.0,15.0,3.0,39.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
0,1,1,59,217.0,221.0,204.0,54235.79708,6.0,2.0,16.0,4.0,9.0,0.0,0.0,2.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0
0,0,1,92,1433.0,1611.0,1119.0,398741.1344499999,32.0,34.0,89.0,22.0,15.0,3.0,1.0,20.0,0.0,2.0,0,0,0,0,0,0,0,1,0,0
0,1,0,80,404.0,417.0,358.0,109070.46556,6.0,11.0,24.0,3.0,32.0,7.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,0,1,41,647.0,700.0,544.0,174670.41563999993,22.0,14.0,33.0,11.0,1.0,1.0,1.0,8.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
0,0,0,46,129.0,136.0,126.0,33583.611809999995,1.0,2.0,14.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
0,0,0,46,188.0,191.0,184.0,48181.98684000001,4.0,1.0,7.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,0,1,76,526.0,553.0,483.0,135664.18029999998,12.0,4.0,23.0,6.0,13.0,3.0,2.0,5.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0
1,0,1,68,84.0,87.0,82.0,21221.263409999992,5.0,0.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,1,1,195,480.0,502.0,419.0,124771.84747,12.0,11.0,22.0,2.0,28.0,6.0,1.0,4.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,0,1,65,1139.0,1240.0,926.0,308804.9756299999,31.0,18.0,52.0,20.0,7.0,1.0,1.0,20.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1
0,1,0,68,69.0,70.0,67.0,18168.183770000003,1.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,95,523.0,541.0,462.0,132155.13099,14.0,2.0,23.0,23.0,1.0,0.0,0.0,11.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
0,0,0,92,270.0,283.0,249.0,69715.93375,4.0,7.0,15.0,4.0,24.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
1,0,0,47,127.0,129.0,124.0,31396.06885,0.0,2.0,4.0,1.0,26.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,172,3899.0,4853.0,2523.0,1220706.153,143.0,58.0,236.0,43.0,43.0,8.0,4.0,41.0,3.0,4.0,0,0,1,0,0,0,0,0,0,0
0,1,1,121,711.0,759.0,599.0,188905.03375,25.0,17.0,63.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
0,1,0,91,122.0,124.0,121.0,30424.080890000005,3.0,0.0,11.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,93,495.0,516.0,442.0,126108.60522,16.0,7.0,39.0,3.0,36.0,3.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,1,76,785.0,830.0,674.0,206084.74367000003,26.0,19.0,31.0,20.0,9.0,1.0,1.0,7.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0
0,1,0,46,111.0,113.0,109.0,28508.00426,3.0,0.0,7.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
1,1,1,52,571.0,603.0,491.0,152721.69876000006,24.0,22.0,54.0,6.0,3.0,1.0,1.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,1,70,291.0,300.0,255.0,72953.59459000001,8.0,9.0,37.0,2.0,7.0,3.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
0,0,0,138,144.0,147.0,140.0,38354.63703000001,5.0,10.0,7.0,5.0,8.0,3.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,1,0,106,103.0,103.0,100.0,25428.302699999986,3.0,2.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0
0,1,1,193,351.0,361.0,316.0,94095.84934000002,6.0,13.0,13.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1
0,0,1,95,1355.0,1509.0,1051.0,375427.3908,36.0,21.0,89.0,16.0,14.0,1.0,1.0,11.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0
0,1,1,246,501.0,521.0,440.0,127842.53266000006,16.0,11.0,23.0,10.0,30.0,4.0,1.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1
0,1,1,81,2762.0,3278.0,1928.0,812714.3211700001,113.0,50.0,179.0,30.0,4.0,1.0,1.0,38.0,1.0,4.0,0,0,0,0,0,0,0,0,0,1
0,0,0,55,446.0,463.0,407.0,122219.38841,10.0,11.0,20.0,14.0,78.0,7.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
0,0,1,104,5415.0,7179.0,3315.0,1777652.3386800003,217.0,119.0,358.0,84.0,62.0,8.0,2.0,95.0,2.0,7.0,0,0,0,0,0,0,0,0,0,1
0,0,0,71,260.0,264.0,240.0,65006.79624999999,8.0,3.0,16.0,8.0,17.0,2.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1
0,0,0,64,192.0,195.0,182.0,47044.92704,5.0,10.0,8.0,9.0,18.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,1,1,42,380.0,397.0,349.0,96324.46974,9.0,4.0,19.0,2.0,13.0,1.0,1.0,3.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0
1,1,1,92,1600.0,1788.0,1226.0,443390.6145399999,43.0,30.0,88.0,19.0,50.0,4.0,2.0,17.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0
